date,channel,spend,impressions,clicks,ctr
2024-09-24,Facebook_Ads,10940.5,106371,6130,5.76
2024-09-24,Instagram_Ads,9602.25,129566,6755,5.21
2024-09-24,Email,549.51,7099,385,5.42
2024-09-24,Organic_Search,0.0,0,0,0.0
2024-09-24,Direct,0.0,0,0,0.0
2024-09-25,Paid_Search,12682.82,128388,7398,5.76
2024-09-25,Facebook_Ads,7880.17,83495,4834,5.79
2024-09-25,Instagram_Ads,8349.8,103080,5436,5.27
2024-09-25,Email,1251.66,10995,567,5.16
2024-09-25,Organic_Search,0.0,0,0,0.0
2024-09-25,Direct,0.0,0,0,0.0
2024-09-26,Paid_Search,13898.21,116498,7444,6.39
2024-09-26,Facebook_Ads,9577.02,128611,3623,2.82
2024-09-26,Instagram_Ads,7532.47,100261,3343,3.33
2024-09-26,Email,816.77,12077,415,3.44
2024-09-26,Organic_Search,0.0,0,0,0.0
2024-09-26,Direct,0.0,0,0,0.0
2024-09-27,Paid_Search,12633.43,185014,8013,4.33
2024-09-27,Facebook_Ads,7606.59,106836,5638,5.28
2024-09-27,Instagram_Ads,6879.9,70297,2446,3.48
2024-09-27,Email,1214.14,11901,573,4.81
2024-09-27,Organic_Search,0.0,0,0,0.0
2024-09-27,Direct,0.0,0,0,0.0
2024-09-28,Paid_Search,11811.94,96822,8227,8.5
2024-09-28,Facebook_Ads,10001.73,121285,7199,5.94
2024-09-28,Instagram_Ads,5076.85,60106,3028,5.04
2024-09-28,Email,840.59,7799,509,6.53
2024-09-28,Organic_Search,0.0,0,0,0.0
2024-09-28,Direct,0.0,0,0,0.0
2024-09-29,Paid_Search,7306.22,72277,3735,5.17
2024-09-29,Facebook_Ads,6309.36,58012,3421,5.9
2024-09-29,Instagram_Ads,4752.9,62860,1493,2.38
2024-09-29,Email,891.83,8336,538,6.45
2024-09-29,Organic_Search,0.0,0,0,0.0
2024-09-29,Direct,0.0,0,0,0.0
2024-09-30,Paid_Search,9499.21,124907,5974,4.78
2024-09-30,Facebook_Ads,8159.82,105666,4172,3.95
2024-09-30,Instagram_Ads,9070.08,98710,6396,6.48
2024-09-30,Email,1341.0,13914,584,4.2
2024-09-30,Organic_Search,0.0,0,0,0.0
2024-09-30,Direct,0.0,0,0,0.0
2024-10-01,Paid_Search,13417.33,197744,4688,2.37
2024-10-01,Facebook_Ads,11129.61,127328,3792,2.98
2024-10-01,Instagram_Ads,5970.91,86790,2859,3.29
2024-10-01,Email,1398.72,12153,922,7.59
2024-10-01,Organic_Search,0.0,0,0,0.0
2024-10-01,Direct,0.0,0,0,0.0
2024-10-02,Paid_Search,11070.98,144822,6088,4.2
2024-10-02,Facebook_Ads,11473.07,118486,8422,7.11
2024-10-02,Instagram_Ads,6249.51,90333,3724,4.12
2024-10-02,Email,806.91,7105,445,6.26
2024-10-02,Organic_Search,0.0,0,0,0.0
2024-10-02,Direct,0.0,0,0,0.0
2024-10-03,Paid_Search,10448.4,121280,3915,3.23
2024-10-03,Facebook_Ads,10825.03,149288,8412,5.63
2024-10-03,Instagram_Ads,5029.22,72669,2622,3.61
2024-10-03,Email,758.54,8858,596,6.73
2024-10-03,Organic_Search,0.0,0,0,0.0
2024-10-03,Direct,0.0,0,0,0.0
2024-10-04,Paid_Search,8245.95,69736,4696,6.73
2024-10-04,Facebook_Ads,10422.79,110430,5212,4.72
2024-10-04,Instagram_Ads,5313.43,63726,1924,3.02
2024-10-04,Email,918.81,11594,676,5.83
2024-10-04,Organic_Search,0.0,0,0,0.0
2024-10-04,Direct,0.0,0,0,0.0
2024-10-05,Paid_Search,8027.43,68799,2691,3.91
2024-10-05,Facebook_Ads,8060.26,83771,4418,5.27
2024-10-05,Instagram_Ads,4998.18,56445,3988,7.07
2024-10-05,Email,509.24,7092,221,3.12
2024-10-05,Organic_Search,0.0,0,0,0.0
2024-10-05,Direct,0.0,0,0,0.0
2024-10-06,Paid_Search,11566.18,111184,6723,6.05
2024-10-06,Facebook_Ads,7007.08,69903,2976,4.26
2024-10-06,Instagram_Ads,6977.15,65703,3892,5.92
2024-10-06,Email,456.99,4211,215,5.11
2024-10-06,Organic_Search,0.0,0,0,0.0
2024-10-06,Direct,0.0,0,0,0.0
2024-10-07,Paid_Search,12152.24,112795,9337,8.28
2024-10-07,Facebook_Ads,6746.1,92784,4382,4.72
2024-10-07,Instagram_Ads,9928.22,111067,6318,5.69
2024-10-07,Email,910.29,8214,328,3.99
2024-10-07,Organic_Search,0.0,0,0,0.0
2024-10-07,Direct,0.0,0,0,0.0
2024-10-08,Paid_Search,14411.85,162084,4653,2.87
2024-10-08,Facebook_Ads,8330.55,118970,4547,3.82
2024-10-08,Instagram_Ads,5365.52,60484,2696,4.46
2024-10-08,Email,922.74,9759,301,3.08
2024-10-08,Organic_Search,0.0,0,0,0.0
2024-10-08,Direct,0.0,0,0,0.0
2024-10-09,Paid_Search,11796.91,157541,4678,2.97
2024-10-09,Facebook_Ads,10598.04,113116,3732,3.3
2024-10-09,Instagram_Ads,8264.24,113618,3626,3.19
2024-10-09,Email,813.11,10613,253,2.38
2024-10-09,Organic_Search,0.0,0,0,0.0
2024-10-09,Direct,0.0,0,0,0.0
2024-10-10,Paid_Search,12072.66,166248,4658,2.8
2024-10-10,Facebook_Ads,11920.57,121883,8831,7.25
2024-10-10,Instagram_Ads,8352.4,124312,4161,3.35
2024-10-10,Email,710.25,6083,416,6.84
2024-10-10,Organic_Search,0.0,0,0,0.0
2024-10-10,Direct,0.0,0,0,0.0
2024-10-11,Paid_Search,9740.92,79697,4288,5.38
2024-10-11,Facebook_Ads,10030.74,121531,4468,3.68
2024-10-11,Instagram_Ads,6617.78,56647,2826,4.99
2024-10-11,Email,937.26,7765,722,9.3
2024-10-11,Organic_Search,0.0,0,0,0.0
2024-10-11,Direct,0.0,0,0,0.0
2024-10-12,Paid_Search,10999.52,121214,8660,7.14
2024-10-12,Facebook_Ads,7305.08,58488,2220,3.8
2024-10-12,Instagram_Ads,6173.77,62502,3459,5.53
2024-10-12,Email,936.14,8869,304,3.43
2024-10-12,Organic_Search,0.0,0,0,0.0
2024-10-12,Direct,0.0,0,0,0.0
2024-10-13,Paid_Search,7898.55,96823,4840,5.0
2024-10-13,Facebook_Ads,5553.16,82204,1842,2.24
2024-10-13,Instagram_Ads,4870.58,39176,3516,8.97
2024-10-13,Email,436.59,4383,264,6.02
2024-10-13,Organic_Search,0.0,0,0,0.0
2024-10-13,Direct,0.0,0,0,0.0
2024-10-14,Paid_Search,8072.08,103486,3231,3.12
2024-10-14,Facebook_Ads,10999.88,96565,4655,4.82
2024-10-14,Instagram_Ads,7124.99,82931,4802,5.79
2024-10-14,Email,1005.96,9245,804,8.7
2024-10-14,Organic_Search,0.0,0,0,0.0
2024-10-14,Direct,0.0,0,0,0.0
2024-10-15,Paid_Search,8709.23,96026,5982,6.23
2024-10-15,Facebook_Ads,7185.73,73536,3860,5.25
2024-10-15,Instagram_Ads,5547.54,50209,1940,3.86
2024-10-15,Email,855.96,10924,399,3.65
2024-10-15,Organic_Search,0.0,0,0,0.0
2024-10-15,Direct,0.0,0,0,0.0
2024-10-16,Paid_Search,13524.51,201772,6595,3.27
2024-10-16,Facebook_Ads,9413.21,124371,4487,3.61
2024-10-16,Instagram_Ads,9156.25,92343,3297,3.57
2024-10-16,Email,754.56,10977,256,2.33
2024-10-16,Organic_Search,0.0,0,0,0.0
2024-10-16,Direct,0.0,0,0,0.0
2024-10-17,Paid_Search,8970.71,73870,4341,5.88
2024-10-17,Facebook_Ads,10752.49,106966,8447,7.9
2024-10-17,Instagram_Ads,5831.72,57772,4223,7.31
2024-10-17,Email,1499.26,17193,828,4.82
2024-10-17,Organic_Search,0.0,0,0,0.0
2024-10-17,Direct,0.0,0,0,0.0
2024-10-18,Paid_Search,12793.99,169749,9016,5.31
2024-10-18,Facebook_Ads,6643.37,53729,2870,5.34
2024-10-18,Instagram_Ads,9686.53,93493,3133,3.35
2024-10-18,Email,1052.35,13984,729,5.21
2024-10-18,Organic_Search,0.0,0,0,0.0
2024-10-18,Direct,0.0,0,0,0.0
2024-10-19,Paid_Search,9208.76,94916,4561,4.81
2024-10-19,Facebook_Ads,8955.85,110985,2843,2.56
2024-10-19,Instagram_Ads,5318.35,61291,2204,3.6
2024-10-19,Email,694.75,9911,499,5.03
2024-10-19,Organic_Search,0.0,0,0,0.0
2024-10-19,Direct,0.0,0,0,0.0
2024-10-20,Paid_Search,8552.17,88997,3678,4.13
2024-10-20,Facebook_Ads,9630.88,84585,6662,7.88
2024-10-20,Instagram_Ads,5303.68,47144,4007,8.5
2024-10-20,Email,399.63,3420,257,7.51
2024-10-20,Organic_Search,0.0,0,0,0.0
2024-10-20,Direct,0.0,0,0,0.0
2024-10-21,Paid_Search,12757.38,135235,9959,7.36
2024-10-21,Facebook_Ads,10580.33,108536,6379,5.88
2024-10-21,Instagram_Ads,9980.69,114733,4729,4.12
2024-10-21,Email,992.29,8785,321,3.65
2024-10-21,Organic_Search,0.0,0,0,0.0
2024-10-21,Direct,0.0,0,0,0.0
2024-10-22,Paid_Search,8595.01,114252,3607,3.16
2024-10-22,Facebook_Ads,9910.32,99973,7349,7.35
2024-10-22,Instagram_Ads,8879.0,111804,4855,4.34
2024-10-22,Email,1295.47,14352,1030,7.18
2024-10-22,Organic_Search,0.0,0,0,0.0
2024-10-22,Direct,0.0,0,0,0.0
2024-10-23,Paid_Search,14356.7,180451,10399,5.76
2024-10-23,Facebook_Ads,9366.81,82299,7366,8.95
2024-10-23,Instagram_Ads,8792.61,98619,4799,4.87
2024-10-23,Email,1307.07,10812,659,6.1
2024-10-23,Organic_Search,0.0,0,0,0.0
2024-10-23,Direct,0.0,0,0,0.0
2024-10-24,Paid_Search,11088.52,125419,7173,5.72
2024-10-24,Facebook_Ads,7862.73,105221,4351,4.14
2024-10-24,Instagram_Ads,7840.57,86397,5522,6.39
2024-10-24,Email,735.02,6681,300,4.49
2024-10-24,Organic_Search,0.0,0,0,0.0
2024-10-24,Direct,0.0,0,0,0.0
2024-10-25,Paid_Search,8494.12,90043,3314,3.68
2024-10-25,Facebook_Ads,9222.5,75205,7192,9.56
2024-10-25,Instagram_Ads,9125.18,133225,6484,4.87
2024-10-25,Email,1246.97,16236,641,3.95
2024-10-25,Organic_Search,0.0,0,0,0.0
2024-10-25,Direct,0.0,0,0,0.0
2024-10-26,Paid_Search,9478.42,87236,4514,5.17
2024-10-26,Facebook_Ads,9757.67,104834,7187,6.86
2024-10-26,Instagram_Ads,8043.54,93895,4427,4.71
2024-10-26,Email,739.55,7260,297,4.09
2024-10-26,Organic_Search,0.0,0,0,0.0
2024-10-26,Direct,0.0,0,0,0.0
2024-10-27,Paid_Search,11179.88,114324,7621,6.67
2024-10-27,Facebook_Ads,6139.99,75441,4843,6.42
2024-10-27,Instagram_Ads,7332.02,98596,4067,4.12
2024-10-27,Email,599.22,8413,393,4.67
2024-10-27,Organic_Search,0.0,0,0,0.0
2024-10-27,Direct,0.0,0,0,0.0
2024-10-28,Paid_Search,12954.34,107128,7033,6.57
2024-10-28,Facebook_Ads,8254.29,117318,3066,2.61
2024-10-28,Instagram_Ads,9593.16,126776,5192,4.1
2024-10-28,Email,1143.25,13832,713,5.15
2024-10-28,Organic_Search,0.0,0,0,0.0
2024-10-28,Direct,0.0,0,0,0.0
2024-10-29,Paid_Search,13668.46,116042,9872,8.51
2024-10-29,Facebook_Ads,8566.75,114198,5491,4.81
2024-10-29,Instagram_Ads,5823.15,61208,1941,3.17
2024-10-29,Email,1119.98,13888,743,5.35
2024-10-29,Organic_Search,0.0,0,0,0.0
2024-10-29,Direct,0.0,0,0,0.0
2024-10-30,Paid_Search,8660.41,92703,6222,6.71
2024-10-30,Facebook_Ads,10689.76,89307,8133,9.11
2024-10-30,Instagram_Ads,6371.69,64636,2738,4.24
2024-10-30,Email,925.4,12159,422,3.47
2024-10-30,Organic_Search,0.0,0,0,0.0
2024-10-30,Direct,0.0,0,0,0.0
2024-10-31,Paid_Search,10413.85,116153,4254,3.66
2024-10-31,Facebook_Ads,8054.82,106123,4634,4.37
2024-10-31,Instagram_Ads,7342.02,66200,5193,7.84
2024-10-31,Email,1372.05,14346,744,5.19
2024-10-31,Organic_Search,0.0,0,0,0.0
2024-10-31,Direct,0.0,0,0,0.0
2024-11-01,Paid_Search,11313.78,122513,8433,6.88
2024-11-01,Facebook_Ads,7832.07,106734,3154,2.96
2024-11-01,Instagram_Ads,7246.61,98650,4161,4.22
2024-11-01,Email,1074.77,15646,350,2.24
2024-11-01,Organic_Search,0.0,0,0,0.0
2024-11-01,Direct,0.0,0,0,0.0
2024-11-02,Paid_Search,9557.69,86452,5237,6.06
2024-11-02,Facebook_Ads,9976.74,143780,4598,3.2
2024-11-02,Instagram_Ads,5433.5,70055,3736,5.33
2024-11-02,Email,658.84,7501,512,6.83
2024-11-02,Organic_Search,0.0,0,0,0.0
2024-11-02,Direct,0.0,0,0,0.0
2024-11-03,Paid_Search,10070.68,80709,5412,6.71
2024-11-03,Facebook_Ads,4850.78,43911,3455,7.87
2024-11-03,Instagram_Ads,7199.9,85934,3508,4.08
2024-11-03,Email,537.97,4584,401,8.75
2024-11-03,Organic_Search,0.0,0,0,0.0
2024-11-03,Direct,0.0,0,0,0.0
2024-11-04,Paid_Search,13445.85,141519,8231,5.82
2024-11-04,Facebook_Ads,9341.4,119948,5982,4.99
2024-11-04,Instagram_Ads,9824.54,132712,6283,4.73
2024-11-04,Email,1264.91,16082,490,3.05
2024-11-04,Organic_Search,0.0,0,0,0.0
2024-11-04,Direct,0.0,0,0,0.0
2024-11-05,Paid_Search,9262.5,129069,2923,2.26
2024-11-05,Facebook_Ads,10614.73,147655,7567,5.12
2024-11-05,Instagram_Ads,5950.6,61500,3859,6.27
2024-11-05,Email,718.09,6566,481,7.33
2024-11-05,Organic_Search,0.0,0,0,0.0
2024-11-05,Direct,0.0,0,0,0.0
2024-11-06,Paid_Search,9750.77,78916,3951,5.01
2024-11-06,Facebook_Ads,10182.44,151928,7335,4.83
2024-11-06,Instagram_Ads,9733.56,89250,4352,4.88
2024-11-06,Email,698.16,5605,395,7.05
2024-11-06,Organic_Search,0.0,0,0,0.0
2024-11-06,Direct,0.0,0,0,0.0
2024-11-07,Paid_Search,14780.41,192059,6415,3.34
2024-11-07,Facebook_Ads,11982.15,137222,5241,3.82
2024-11-07,Instagram_Ads,5718.74,67187,3442,5.12
2024-11-07,Email,768.88,8756,411,4.69
2024-11-07,Organic_Search,0.0,0,0,0.0
2024-11-07,Direct,0.0,0,0,0.0
2024-11-08,Paid_Search,13960.0,141893,8318,5.86
2024-11-08,Facebook_Ads,6830.68,85943,4019,4.68
2024-11-08,Instagram_Ads,6583.09,56965,3667,6.44
2024-11-08,Email,962.88,13494,351,2.6
2024-11-08,Organic_Search,0.0,0,0,0.0
2024-11-08,Direct,0.0,0,0,0.0
2024-11-09,Paid_Search,8451.58,109869,5009,4.56
2024-11-09,Facebook_Ads,6027.21,52730,2404,4.56
2024-11-09,Instagram_Ads,4768.96,39427,2744,6.96
2024-11-09,Email,744.93,8720,547,6.27
2024-11-09,Organic_Search,0.0,0,0,0.0
2024-11-09,Direct,0.0,0,0,0.0
2024-11-10,Paid_Search,10683.77,132140,6437,4.87
2024-11-10,Facebook_Ads,6806.91,86832,3286,3.78
2024-11-10,Instagram_Ads,7123.99,92666,4195,4.53
2024-11-10,Email,399.45,4798,260,5.42
2024-11-10,Organic_Search,0.0,0,0,0.0
2024-11-10,Direct,0.0,0,0,0.0
2024-11-11,Paid_Search,11190.14,146884,8296,5.65
2024-11-11,Facebook_Ads,8572.2,71070,4329,6.09
2024-11-11,Instagram_Ads,7577.94,110050,4531,4.12
2024-11-11,Email,911.19,7725,507,6.56
2024-11-11,Organic_Search,0.0,0,0,0.0
2024-11-11,Direct,0.0,0,0,0.0
2024-11-12,Paid_Search,12972.0,143327,6476,4.52
2024-11-12,Facebook_Ads,11527.11,143233,5182,3.62
2024-11-12,Instagram_Ads,8146.73,98667,4815,4.88
2024-11-12,Email,912.19,12033,586,4.87
2024-11-12,Organic_Search,0.0,0,0,0.0
2024-11-12,Direct,0.0,0,0,0.0
2024-11-13,Paid_Search,11653.35,169353,7262,4.29
2024-11-13,Facebook_Ads,6472.96,55116,3624,6.58
2024-11-13,Instagram_Ads,6408.04,71474,3227,4.51
2024-11-13,Email,1375.48,17662,871,4.93
2024-11-13,Organic_Search,0.0,0,0,0.0
2024-11-13,Direct,0.0,0,0,0.0
2024-11-14,Paid_Search,8753.17,116325,6758,5.81
2024-11-14,Facebook_Ads,11840.4,173472,6721,3.87
2024-11-14,Instagram_Ads,6782.03,84699,2773,3.27
2024-11-14,Email,582.51,5924,254,4.29
2024-11-14,Organic_Search,0.0,0,0,0.0
2024-11-14,Direct,0.0,0,0,0.0
2024-11-15,Paid_Search,9475.77,100042,4190,4.19
2024-11-15,Facebook_Ads,7679.13,97098,4316,4.44
2024-11-15,Instagram_Ads,9993.35,109062,4114,3.77
2024-11-15,Email,1031.36,14163,459,3.24
2024-11-15,Organic_Search,0.0,0,0,0.0
2024-11-15,Direct,0.0,0,0,0.0
2024-11-16,Paid_Search,9695.13,119963,3658,3.05
2024-11-16,Facebook_Ads,8566.53,91296,4994,5.47
2024-11-16,Instagram_Ads,4687.24,55386,1700,3.07
2024-11-16,Email,1003.4,13275,379,2.85
2024-11-16,Organic_Search,0.0,0,0,0.0
2024-11-16,Direct,0.0,0,0,0.0
2024-11-17,Paid_Search,9799.28,129493,6328,4.89
2024-11-17,Facebook_Ads,5758.68,85247,4133,4.85
2024-11-17,Instagram_Ads,6413.14,83248,4369,5.25
2024-11-17,Email,439.49,6445,302,4.69
2024-11-17,Organic_Search,0.0,0,0,0.0
2024-11-17,Direct,0.0,0,0,0.0
2024-11-18,Paid_Search,14705.55,216761,10263,4.73
2024-11-18,Facebook_Ads,10034.85,107013,5625,5.26
2024-11-18,Instagram_Ads,8184.52,118206,3585,3.03
2024-11-18,Email,703.67,10435,348,3.33
2024-11-18,Organic_Search,0.0,0,0,0.0
2024-11-18,Direct,0.0,0,0,0.0
2024-11-19,Paid_Search,11146.56,114130,3372,2.95
2024-11-19,Facebook_Ads,7783.53,113143,2771,2.45
2024-11-19,Instagram_Ads,7786.47,66279,5133,7.74
2024-11-19,Email,1382.69,15753,655,4.16
2024-11-19,Organic_Search,0.0,0,0,0.0
2024-11-19,Direct,0.0,0,0,0.0
2024-11-20,Paid_Search,12455.02,124250,5848,4.71
2024-11-20,Facebook_Ads,10365.39,82926,5986,7.22
2024-11-20,Instagram_Ads,9133.69,108055,5283,4.89
2024-11-20,Email,1238.44,16379,585,3.57
2024-11-20,Organic_Search,0.0,0,0,0.0
2024-11-20,Direct,0.0,0,0,0.0
2024-11-21,Paid_Search,9265.02,109706,4925,4.49
2024-11-21,Facebook_Ads,6379.45,92849,3002,3.23
2024-11-21,Instagram_Ads,6777.42,57451,4926,8.57
2024-11-21,Email,518.2,7022,185,2.63
2024-11-21,Organic_Search,0.0,0,0,0.0
2024-11-21,Direct,0.0,0,0,0.0
2024-11-22,Paid_Search,9798.47,128885,4013,3.11
2024-11-22,Facebook_Ads,11484.92,117403,7763,6.61
2024-11-22,Instagram_Ads,7572.84,93201,3281,3.52
2024-11-22,Email,1396.3,20114,688,3.42
2024-11-22,Organic_Search,0.0,0,0,0.0
2024-11-22,Direct,0.0,0,0,0.0
2024-11-23,Paid_Search,6098.83,56983,2631,4.62
2024-11-23,Facebook_Ads,5617.57,49713,3177,6.39
2024-11-23,Instagram_Ads,4538.07,67687,2015,2.98
2024-11-23,Email,1148.2,13521,856,6.33
2024-11-23,Organic_Search,0.0,0,0,0.0
2024-11-23,Direct,0.0,0,0,0.0
2024-11-24,Paid_Search,7028.23,100397,3604,3.59
2024-11-24,Facebook_Ads,10032.67,126692,7270,5.74
2024-11-24,Instagram_Ads,7255.78,62243,3574,5.74
2024-11-24,Email,594.34,6052,386,6.38
2024-11-24,Organic_Search,0.0,0,0,0.0
2024-11-24,Direct,0.0,0,0,0.0
2024-11-25,Paid_Search,10343.79,96160,7693,8.0
2024-11-25,Facebook_Ads,7985.68,77371,4617,5.97
2024-11-25,Instagram_Ads,9051.62,134289,6261,4.66
2024-11-25,Email,1411.66,16541,508,3.07
2024-11-25,Organic_Search,0.0,0,0,0.0
2024-11-25,Direct,0.0,0,0,0.0
2024-11-26,Paid_Search,11056.48,112505,5658,5.03
2024-11-26,Facebook_Ads,10431.66,126598,3729,2.95
2024-11-26,Instagram_Ads,6518.38,59665,2810,4.71
2024-11-26,Email,1192.98,13265,510,3.84
2024-11-26,Organic_Search,0.0,0,0,0.0
2024-11-26,Direct,0.0,0,0,0.0
2024-11-27,Paid_Search,10257.59,148991,3744,2.51
2024-11-27,Facebook_Ads,10882.73,151763,8267,5.45
2024-11-27,Instagram_Ads,6051.29,63788,2218,3.48
2024-11-27,Email,1493.57,13596,944,6.94
2024-11-27,Organic_Search,0.0,0,0,0.0
2024-11-27,Direct,0.0,0,0,0.0
2024-11-28,Paid_Search,12244.12,175393,9084,5.18
2024-11-28,Facebook_Ads,9090.74,87908,4840,5.51
2024-11-28,Instagram_Ads,9262.72,77096,4549,5.9
2024-11-28,Email,555.18,8208,340,4.14
2024-11-28,Organic_Search,0.0,0,0,0.0
2024-11-28,Direct,0.0,0,0,0.0
2024-11-29,Paid_Search,14734.97,131324,11293,8.6
2024-11-29,Facebook_Ads,6946.73,95879,4200,4.38
2024-11-29,Instagram_Ads,5207.84,55966,4021,7.18
2024-11-29,Email,1123.26,13078,444,3.4
2024-11-29,Organic_Search,0.0,0,0,0.0
2024-11-29,Direct,0.0,0,0,0.0
2024-11-30,Paid_Search,10169.07,90722,6423,7.08
2024-11-30,Facebook_Ads,9146.48,99605,3001,3.01
2024-11-30,Instagram_Ads,5101.39,54649,2406,4.4
2024-11-30,Email,634.18,8520,267,3.13
2024-11-30,Organic_Search,0.0,0,0,0.0
2024-11-30,Direct,0.0,0,0,0.0
2024-12-01,Paid_Search,7952.33,65902,4929,7.48
2024-12-01,Facebook_Ads,6238.53,87549,4743,5.42
2024-12-01,Instagram_Ads,6500.57,83218,4795,5.76
2024-12-01,Email,548.8,7390,332,4.49
2024-12-01,Organic_Search,0.0,0,0,0.0
2024-12-01,Direct,0.0,0,0,0.0
2024-12-02,Paid_Search,14971.21,217033,11599,5.34
2024-12-02,Facebook_Ads,6091.94,82793,2490,3.01
2024-12-02,Instagram_Ads,6673.91,77756,2006,2.58
2024-12-02,Email,1429.11,13324,878,6.59
2024-12-02,Organic_Search,0.0,0,0,0.0
2024-12-02,Direct,0.0,0,0,0.0
2024-12-03,Paid_Search,11679.92,111974,8260,7.38
2024-12-03,Facebook_Ads,8524.1,79272,6692,8.44
2024-12-03,Instagram_Ads,7928.99,70414,2919,4.15
2024-12-03,Email,1241.81,17893,566,3.16
2024-12-03,Organic_Search,0.0,0,0,0.0
2024-12-03,Direct,0.0,0,0,0.0
2024-12-04,Paid_Search,10930.5,146591,5037,3.44
2024-12-04,Facebook_Ads,7064.66,77610,4783,6.16
2024-12-04,Instagram_Ads,9181.01,97252,5482,5.64
2024-12-04,Email,1109.49,15500,547,3.53
2024-12-04,Organic_Search,0.0,0,0,0.0
2024-12-04,Direct,0.0,0,0,0.0
2024-12-05,Paid_Search,10485.98,124704,6972,5.59
2024-12-05,Facebook_Ads,8145.6,77404,6239,8.06
2024-12-05,Instagram_Ads,5016.85,71882,3208,4.46
2024-12-05,Email,1454.64,18362,1030,5.61
2024-12-05,Organic_Search,0.0,0,0,0.0
2024-12-05,Direct,0.0,0,0,0.0
2024-12-06,Paid_Search,13638.85,114145,5648,4.95
2024-12-06,Facebook_Ads,10034.63,144712,5506,3.8
2024-12-06,Instagram_Ads,7813.42,79552,2549,3.2
2024-12-06,Email,586.92,7745,204,2.63
2024-12-06,Organic_Search,0.0,0,0,0.0
2024-12-06,Direct,0.0,0,0,0.0
2024-12-07,Paid_Search,11875.11,133564,5905,4.42
2024-12-07,Facebook_Ads,9518.81,95225,4995,5.25
2024-12-07,Instagram_Ads,6008.87,79965,4093,5.12
2024-12-07,Email,857.77,9667,491,5.08
2024-12-07,Organic_Search,0.0,0,0,0.0
2024-12-07,Direct,0.0,0,0,0.0
2024-12-08,Paid_Search,6991.86,74988,3366,4.49
2024-12-08,Facebook_Ads,5131.78,64466,3370,5.23
2024-12-08,Instagram_Ads,5122.96,63018,3342,5.3
2024-12-08,Email,433.47,3883,242,6.23
2024-12-08,Organic_Search,0.0,0,0,0.0
2024-12-08,Direct,0.0,0,0,0.0
2024-12-09,Paid_Search,11020.72,115859,8522,7.36
2024-12-09,Facebook_Ads,11206.65,131268,8174,6.23
2024-12-09,Instagram_Ads,9950.84,81172,6456,7.95
2024-12-09,Email,922.62,11519,296,2.57
2024-12-09,Organic_Search,0.0,0,0,0.0
2024-12-09,Direct,0.0,0,0,0.0
2024-12-10,Paid_Search,13647.19,178823,10258,5.74
2024-12-10,Facebook_Ads,10895.03,146826,3363,2.29
2024-12-10,Instagram_Ads,6338.35,93406,4920,5.27
2024-12-10,Email,1437.96,18830,782,4.15
2024-12-10,Organic_Search,0.0,0,0,0.0
2024-12-10,Direct,0.0,0,0,0.0
2024-12-11,Paid_Search,14943.71,161492,4966,3.08
2024-12-11,Facebook_Ads,8414.19,93597,4439,4.74
2024-12-11,Instagram_Ads,6428.09,83176,3393,4.08
2024-12-11,Email,1484.55,12774,998,7.81
2024-12-11,Organic_Search,0.0,0,0,0.0
2024-12-11,Direct,0.0,0,0,0.0
2024-12-12,Paid_Search,9784.87,134580,4087,3.04
2024-12-12,Facebook_Ads,11402.24,156444,6887,4.4
2024-12-12,Instagram_Ads,7176.78,70377,4167,5.92
2024-12-12,Email,1118.32,10662,447,4.19
2024-12-12,Organic_Search,0.0,0,0,0.0
2024-12-12,Direct,0.0,0,0,0.0
2024-12-13,Paid_Search,11377.52,122968,4173,3.39
2024-12-13,Facebook_Ads,9101.1,123996,6474,5.22
2024-12-13,Instagram_Ads,6961.61,69923,2982,4.26
2024-12-13,Email,617.92,5719,486,8.5
2024-12-13,Organic_Search,0.0,0,0,0.0
2024-12-13,Direct,0.0,0,0,0.0
2024-12-14,Paid_Search,7849.8,111100,3371,3.03
2024-12-14,Facebook_Ads,8620.36,74248,5679,7.65
2024-12-14,Instagram_Ads,6377.98,66958,3198,4.78
2024-12-14,Email,906.39,13156,296,2.25
2024-12-14,Organic_Search,0.0,0,0,0.0
2024-12-14,Direct,0.0,0,0,0.0
2024-12-15,Paid_Search,7804.1,66653,4779,7.17
2024-12-15,Facebook_Ads,6451.36,80681,1936,2.4
2024-12-15,Instagram_Ads,5470.07,45031,3064,6.8
2024-12-15,Email,790.68,7373,575,7.8
2024-12-15,Organic_Search,0.0,0,0,0.0
2024-12-15,Direct,0.0,0,0,0.0
2024-12-16,Paid_Search,10425.11,87921,7225,8.22
2024-12-16,Facebook_Ads,11306.81,130280,5638,4.33
2024-12-16,Instagram_Ads,9091.61,103500,4916,4.75
2024-12-16,Email,1412.02,21050,686,3.26
2024-12-16,Organic_Search,0.0,0,0,0.0
2024-12-16,Direct,0.0,0,0,0.0
2024-12-17,Paid_Search,14021.65,184929,5540,3.0
2024-12-17,Facebook_Ads,8072.96,90317,4715,5.22
2024-12-17,Instagram_Ads,6544.87,81524,2019,2.48
2024-12-17,Email,1199.62,10172,372,3.66
2024-12-17,Organic_Search,0.0,0,0,0.0
2024-12-17,Direct,0.0,0,0,0.0
2024-12-18,Paid_Search,10485.97,129695,3739,2.88
2024-12-18,Facebook_Ads,8961.82,84532,6106,7.22
2024-12-18,Instagram_Ads,8123.23,77213,4291,5.56
2024-12-18,Email,553.82,7282,251,3.45
