date,channel,spend,impressions,clicks,conversions,revenue
2024-09-16,Facebook_Ads,10874.0,135594,5505,12,29601.73
2024-09-16,Instagram_Ads,6410.53,53278,2961,12,29601.73
2024-09-16,Organic_Search,0.0,0,0,12,29601.73
2024-09-16,Paid_Search,10984.47,121020,6205,12,29601.73
2024-09-17,Direct,0.0,0,0,13,36608.61
2024-09-17,Email,1316.96,19540,1046,13,36608.61
2024-09-17,Facebook_Ads,7315.57,109487,5440,13,36608.61
2024-09-17,Instagram_Ads,9504.82,119551,3462,13,36608.61
2024-09-17,Organic_Search,0.0,0,0,13,36608.61
2024-09-17,Paid_Search,9476.56,108105,6430,13,36608.61
2024-09-18,Direct,0.0,0,0,19,51956.59
2024-09-18,Email,885.66,13207,308,19,51956.59
2024-09-18,Facebook_Ads,6941.01,83488,2128,19,51956.59
2024-09-18,Instagram_Ads,5476.63,77488,1921,19,51956.59
2024-09-18,Organic_Search,0.0,0,0,19,51956.59
2024-09-18,Paid_Search,14976.69,187066,10468,19,51956.59
2024-09-19,Direct,0.0,0,0,9,21911.57
2024-09-19,Email,1057.15,8590,584,9,21911.57
2024-09-19,Facebook_Ads,11462.79,98814,5090,9,21911.57
2024-09-19,Instagram_Ads,6025.43,49238,3384,9,21911.57
2024-09-19,Organic_Search,0.0,0,0,9,21911.57
2024-09-19,Paid_Search,9741.98,145450,6087,9,21911.57
2024-09-20,Direct,0.0,0,0,12,35881.59
2024-09-20,Email,1400.23,20142,688,12,35881.59
2024-09-20,Facebook_Ads,8219.56,105751,5077,12,35881.59
2024-09-20,Instagram_Ads,6320.51,63164,2472,12,35881.59
2024-09-20,Organic_Search,0.0,0,0,12,35881.59
2024-09-20,Paid_Search,10479.25,114011,4939,12,35881.59
2024-09-21,Direct,0.0,0,0,12,30963.69
2024-09-21,Email,1104.97,14969,443,12,30963.69
2024-09-21,Facebook_Ads,8682.61,105102,5446,12,30963.69
2024-09-21,Instagram_Ads,8050.77,116956,3463,12,30963.69
2024-09-21,Organic_Search,0.0,0,0,12,30963.69
2024-09-21,Paid_Search,10710.16,95525,3902,12,30963.69
2024-09-22,Direct,0.0,0,0,7,16627.22
2024-09-22,Email,714.9,7728,378,7,16627.22
2024-09-22,Facebook_Ads,6086.28,78522,4100,7,16627.22
2024-09-22,Instagram_Ads,6799.69,100325,3766,7,16627.22
2024-09-22,Organic_Search,0.0,0,0,7,16627.22
2024-09-22,Paid_Search,10452.95,94869,4986,7,16627.22
2024-09-23,Direct,0.0,0,0,12,30770.29
2024-09-23,Email,1496.85,12722,640,12,30770.29
2024-09-23,Facebook_Ads,11475.35,131303,8240,12,30770.29
2024-09-23,Instagram_Ads,8759.97,95467,4552,12,30770.29
2024-09-23,Organic_Search,0.0,0,0,12,30770.29
2024-09-23,Paid_Search,9567.68,90654,6708,12,30770.29
2024-09-24,Direct,0.0,0,0,10,24360.52
2024-09-24,Email,549.51,7099,385,10,24360.52
2024-09-24,Facebook_Ads,10940.5,106371,6130,10,24360.52
2024-09-24,Instagram_Ads,9602.25,129566,6755,10,24360.52
2024-09-24,Organic_Search,0.0,0,0,10,24360.52
2024-09-24,Paid_Search,9622.88,83140,5858,10,24360.52
2024-09-25,Direct,0.0,0,0,15,36437.17
2024-09-25,Email,1251.66,10995,567,15,36437.17
2024-09-25,Facebook_Ads,7880.17,83495,4834,15,36437.17
2024-09-25,Instagram_Ads,8349.8,103080,5436,15,36437.17
2024-09-25,Organic_Search,0.0,0,0,15,36437.17
2024-09-25,Paid_Search,12682.82,128388,7398,15,36437.17
2024-09-26,Direct,0.0,0,0,5,12763.38
2024-09-26,Email,816.77,12077,415,5,12763.38
2024-09-26,Facebook_Ads,9577.02,128611,3623,5,12763.38
2024-09-26,Instagram_Ads,7532.47,100261,3343,5,12763.38
2024-09-26,Organic_Search,0.0,0,0,5,12763.38
2024-09-26,Paid_Search,13898.21,116498,7444,5,12763.38
2024-09-27,Direct,0.0,0,0,7,22453.41
2024-09-27,Email,1214.14,11901,573,7,22453.41
2024-09-27,Facebook_Ads,7606.59,106836,5638,7,22453.41
2024-09-27,Instagram_Ads,6879.9,70297,2446,7,22453.41
2024-09-27,Organic_Search,0.0,0,0,7,22453.41
2024-09-27,Paid_Search,12633.43,185014,8013,7,22453.41
2024-09-28,Direct,0.0,0,0,8,19050.24
2024-09-28,Email,840.59,7799,509,8,19050.24
2024-09-28,Facebook_Ads,10001.73,121285,7199,8,19050.24
2024-09-28,Instagram_Ads,5076.85,60106,3028,8,19050.24
2024-09-28,Organic_Search,0.0,0,0,8,19050.24
2024-09-28,Paid_Search,11811.94,96822,8227,8,19050.24
2024-09-29,Direct,0.0,0,0,12,32061.37
2024-09-29,Email,891.83,8336,538,12,32061.37
2024-09-29,Facebook_Ads,6309.36,58012,3421,12,32061.37
2024-09-29,Instagram_Ads,4752.9,62860,1493,12,32061.37
2024-09-29,Organic_Search,0.0,0,0,12,32061.37
2024-09-29,Paid_Search,7306.22,72277,3735,12,32061.37
2024-09-30,Direct,0.0,0,0,10,24077.31
2024-09-30,Email,1341.0,13914,584,10,24077.31
2024-09-30,Facebook_Ads,8159.82,105666,4172,10,24077.31
2024-09-30,Instagram_Ads,9070.08,98710,6396,10,24077.31
2024-09-30,Organic_Search,0.0,0,0,10,24077.31
2024-09-30,Paid_Search,9499.21,124907,5974,10,24077.31
2024-10-01,Direct,0.0,0,0,7,21543.66
2024-10-01,Email,1398.72,12153,922,7,21543.66
2024-10-01,Facebook_Ads,11129.61,127328,3792,7,21543.66
2024-10-01,Instagram_Ads,5970.91,86790,2859,7,21543.66
2024-10-01,Organic_Search,0.0,0,0,7,21543.66
2024-10-01,Paid_Search,13417.33,197744,4688,7,21543.66
2024-10-02,Direct,0.0,0,0,11,27907.58
2024-10-02,Email,806.91,7105,445,11,27907.58
2024-10-02,Facebook_Ads,11473.07,118486,8422,11,27907.58
2024-10-02,Instagram_Ads,6249.51,90333,3724,11,27907.58
2024-10-02,Organic_Search,0.0,0,0,11,27907.58
2024-10-02,Paid_Search,11070.98,144822,6088,11,27907.58
2024-10-03,Direct,0.0,0,0,9,22887.95
2024-10-03,Email,758.54,8858,596,9,22887.95
2024-10-03,Facebook_Ads,10825.03,149288,8412,9,22887.95
2024-10-03,Instagram_Ads,5029.22,72669,2622,9,22887.95
2024-10-03,Organic_Search,0.0,0,0,9,22887.95
2024-10-03,Paid_Search,10448.4,121280,3915,9,22887.95
2024-10-04,Direct,0.0,0,0,6,11604.64
2024-10-04,Email,918.81,11594,676,6,11604.64
2024-10-04,Facebook_Ads,10422.79,110430,5212,6,11604.64
2024-10-04,Instagram_Ads,5313.43,63726,1924,6,11604.64
2024-10-04,Organic_Search,0.0,0,0,6,11604.64
2024-10-04,Paid_Search,8245.95,69736,4696,6,11604.64
2024-10-05,Direct,0.0,0,0,15,38755.08
2024-10-05,Email,509.24,7092,221,15,38755.08
2024-10-05,Facebook_Ads,8060.26,83771,4418,15,38755.08
2024-10-05,Instagram_Ads,4998.18,56445,3988,15,38755.08
2024-10-05,Organic_Search,0.0,0,0,15,38755.08
2024-10-05,Paid_Search,8027.43,68799,2691,15,38755.08
2024-10-06,Direct,0.0,0,0,12,30797.62
2024-10-06,Email,456.99,4211,215,12,30797.62
2024-10-06,Facebook_Ads,7007.08,69903,2976,12,30797.62
2024-10-06,Instagram_Ads,6977.15,65703,3892,12,30797.62
2024-10-06,Organic_Search,0.0,0,0,12,30797.62
2024-10-06,Paid_Search,11566.18,111184,6723,12,30797.62
2024-10-07,Direct,0.0,0,0,10,22991.81
2024-10-07,Email,910.29,8214,328,10,22991.81
2024-10-07,Facebook_Ads,6746.1,92784,4382,10,22991.81
2024-10-07,Instagram_Ads,9928.22,111067,6318,10,22991.81
2024-10-07,Organic_Search,0.0,0,0,10,22991.81
2024-10-07,Paid_Search,12152.24,112795,9337,10,22991.81
2024-10-08,Direct,0.0,0,0,9,23543.94
2024-10-08,Email,922.74,9759,301,9,23543.94
2024-10-08,Facebook_Ads,8330.55,118970,4547,9,23543.94
2024-10-08,Instagram_Ads,5365.52,60484,2696,9,23543.94
2024-10-08,Organic_Search,0.0,0,0,9,23543.94
2024-10-08,Paid_Search,14411.85,162084,4653,9,23543.94
2024-10-09,Direct,0.0,0,0,9,18879.63
2024-10-09,Email,813.11,10613,253,9,18879.63
2024-10-09,Facebook_Ads,10598.04,113116,3732,9,18879.63
2024-10-09,Instagram_Ads,8264.24,113618,3626,9,18879.63
2024-10-09,Organic_Search,0.0,0,0,9,18879.63
2024-10-09,Paid_Search,11796.91,157541,4678,9,18879.63
2024-10-10,Direct,0.0,0,0,11,31524.27
2024-10-10,Email,710.25,6083,416,11,31524.27
2024-10-10,Facebook_Ads,11920.57,121883,8831,11,31524.27
2024-10-10,Instagram_Ads,8352.4,124312,4161,11,31524.27
2024-10-10,Organic_Search,0.0,0,0,11,31524.27
2024-10-10,Paid_Search,12072.66,166248,4658,11,31524.27
2024-10-11,Direct,0.0,0,0,9,26221.53
2024-10-11,Email,937.26,7765,722,9,26221.53
2024-10-11,Facebook_Ads,10030.74,121531,4468,9,26221.53
2024-10-11,Instagram_Ads,6617.78,56647,2826,9,26221.53
2024-10-11,Organic_Search,0.0,0,0,9,26221.53
2024-10-11,Paid_Search,9740.92,79697,4288,9,26221.53
2024-10-12,Direct,0.0,0,0,8,19872.65
2024-10-12,Email,936.14,8869,304,8,19872.65
2024-10-12,Facebook_Ads,7305.08,58488,2220,8,19872.65
2024-10-12,Instagram_Ads,6173.77,62502,3459,8,19872.65
2024-10-12,Organic_Search,0.0,0,0,8,19872.65
2024-10-12,Paid_Search,10999.52,121214,8660,8,19872.65
2024-10-13,Direct,0.0,0,0,5,10286.76
2024-10-13,Email,436.59,4383,264,5,10286.76
2024-10-13,Facebook_Ads,5553.16,82204,1842,5,10286.76
2024-10-13,Instagram_Ads,4870.58,39176,3516,5,10286.76
2024-10-13,Organic_Search,0.0,0,0,5,10286.76
2024-10-13,Paid_Search,7898.55,96823,4840,5,10286.76
2024-10-14,Direct,0.0,0,0,12,30184.17
2024-10-14,Email,1005.96,9245,804,12,30184.17
2024-10-14,Facebook_Ads,10999.88,96565,4655,12,30184.17
2024-10-14,Instagram_Ads,7124.99,82931,4802,12,30184.17
2024-10-14,Organic_Search,0.0,0,0,12,30184.17
2024-10-14,Paid_Search,8072.08,103486,3231,12,30184.17
2024-10-15,Direct,0.0,0,0,9,20646.51
2024-10-15,Email,855.96,10924,399,9,20646.51
2024-10-15,Facebook_Ads,7185.73,73536,3860,9,20646.51
2024-10-15,Instagram_Ads,5547.54,50209,1940,9,20646.51
2024-10-15,Organic_Search,0.0,0,0,9,20646.51
2024-10-15,Paid_Search,8709.23,96026,5982,9,20646.51
2024-10-16,Direct,0.0,0,0,5,15012.12
2024-10-16,Email,754.56,10977,256,5,15012.12
2024-10-16,Facebook_Ads,9413.21,124371,4487,5,15012.12
2024-10-16,Instagram_Ads,9156.25,92343,3297,5,15012.12
2024-10-16,Organic_Search,0.0,0,0,5,15012.12
2024-10-16,Paid_Search,13524.51,201772,6595,5,15012.12
2024-10-17,Direct,0.0,0,0,10,28056.29
2024-10-17,Email,1499.26,17193,828,10,28056.29
2024-10-17,Facebook_Ads,10752.49,106966,8447,10,28056.29
2024-10-17,Instagram_Ads,5831.72,57772,4223,10,28056.29
2024-10-17,Organic_Search,0.0,0,0,10,28056.29
2024-10-17,Paid_Search,8970.71,73870,4341,10,28056.29
2024-10-18,Direct,0.0,0,0,10,21820.02
2024-10-18,Email,1052.35,13984,729,10,21820.02
2024-10-18,Facebook_Ads,6643.37,53729,2870,10,21820.02
2024-10-18,Instagram_Ads,9686.53,93493,3133,10,21820.02
2024-10-18,Organic_Search,0.0,0,0,10,21820.02
2024-10-18,Paid_Search,12793.99,169749,9016,10,21820.02
2024-10-19,Direct,0.0,0,0,7,14997.03
2024-10-19,Email,694.75,9911,499,7,14997.03
2024-10-19,Facebook_Ads,8955.85,110985,2843,7,14997.03
2024-10-19,Instagram_Ads,5318.35,61291,2204,7,14997.03
2024-10-19,Organic_Search,0.0,0,0,7,14997.03
2024-10-19,Paid_Search,9208.76,94916,4561,7,14997.03
2024-10-20,Direct,0.0,0,0,16,42491.25
2024-10-20,Email,399.63,3420,257,16,42491.25
2024-10-20,Facebook_Ads,9630.88,84585,6662,16,42491.25
2024-10-20,Instagram_Ads,5303.68,47144,4007,16,42491.25
2024-10-20,Organic_Search,0.0,0,0,16,42491.25
2024-10-20,Paid_Search,8552.17,88997,3678,16,42491.25
2024-10-21,Direct,0.0,0,0,8,18567.64
2024-10-21,Email,992.29,8785,321,8,18567.64
2024-10-21,Facebook_Ads,10580.33,108536,6379,8,18567.64
2024-10-21,Instagram_Ads,9980.69,114733,4729,8,18567.64
2024-10-21,Organic_Search,0.0,0,0,8,18567.64
2024-10-21,Paid_Search,12757.38,135235,9959,8,18567.64
2024-10-22,Direct,0.0,0,0,8,19459.96
2024-10-22,Email,1295.47,14352,1030,8,19459.96
2024-10-22,Facebook_Ads,9910.32,99973,7349,8,19459.96
2024-10-22,Instagram_Ads,8879.0,111804,4855,8,19459.96
2024-10-22,Organic_Search,0.0,0,0,8,19459.96
2024-10-22,Paid_Search,8595.01,114252,3607,8,19459.96
2024-10-23,Direct,0.0,0,0,14,27713.18
2024-10-23,Email,1307.07,10812,659,14,27713.18
2024-10-23,Facebook_Ads,9366.81,82299,7366,14,27713.18
2024-10-23,Instagram_Ads,8792.61,98619,4799,14,27713.18
2024-10-23,Organic_Search,0.0,0,0,14,27713.18
2024-10-23,Paid_Search,14356.7,180451,10399,14,27713.18
2024-10-24,Direct,0.0,0,0,11,29359.68
2024-10-24,Email,735.02,6681,300,11,29359.68
2024-10-24,Facebook_Ads,7862.73,105221,4351,11,29359.68
2024-10-24,Instagram_Ads,7840.57,86397,5522,11,29359.68
2024-10-24,Organic_Search,0.0,0,0,11,29359.68
2024-10-24,Paid_Search,11088.52,125419,7173,11,29359.68
2024-10-25,Direct,0.0,0,0,11,27464.99
2024-10-25,Email,1246.97,16236,641,11,27464.99
2024-10-25,Facebook_Ads,9222.5,75205,7192,11,27464.99
2024-10-25,Instagram_Ads,9125.18,133225,6484,11,27464.99
2024-10-25,Organic_Search,0.0,0,0,11,27464.99
2024-10-25,Paid_Search,8494.12,90043,3314,11,27464.99
2024-10-26,Direct,0.0,0,0,8,20417.99
2024-10-26,Email,739.55,7260,297,8,20417.99
2024-10-26,Facebook_Ads,9757.67,104834,7187,8,20417.99
2024-10-26,Instagram_Ads,8043.54,93895,4427,8,20417.99
2024-10-26,Organic_Search,0.0,0,0,8,20417.99
2024-10-26,Paid_Search,9478.42,87236,4514,8,20417.99
2024-10-27,Direct,0.0,0,0,13,33803.45
2024-10-27,Email,599.22,8413,393,13,33803.45
2024-10-27,Facebook_Ads,6139.99,75441,4843,13,33803.45
2024-10-27,Instagram_Ads,7332.02,98596,4067,13,33803.45
2024-10-27,Organic_Search,0.0,0,0,13,33803.45
2024-10-27,Paid_Search,11179.88,114324,7621,13,33803.45
2024-10-28,Direct,0.0,0,0,11,29616.33
2024-10-28,Email,1143.25,13832,713,11,29616.33
2024-10-28,Facebook_Ads,8254.29,117318,3066,11,29616.33
2024-10-28,Instagram_Ads,9593.16,126776,5192,11,29616.33
2024-10-28,Organic_Search,0.0,0,0,11,29616.33
2024-10-28,Paid_Search,12954.34,107128,7033,11,29616.33
2024-10-29,Direct,0.0,0,0,10,19774.54
2024-10-29,Email,1119.98,13888,743,10,19774.54
2024-10-29,Facebook_Ads,8566.75,114198,5491,10,19774.54
2024-10-29,Instagram_Ads,5823.15,61208,1941,10,19774.54
2024-10-29,Organic_Search,0.0,0,0,10,19774.54
2024-10-29,Paid_Search,13668.46,116042,9872,10,19774.54
2024-10-30,Direct,0.0,0,0,12,26274.96
2024-10-30,Email,925.4,12159,422,12,26274.96
2024-10-30,Facebook_Ads,10689.76,89307,8133,12,26274.96
2024-10-30,Instagram_Ads,6371.69,64636,2738,12,26274.96
2024-10-30,Organic_Search,0.0,0,0,12,26274.96
2024-10-30,Paid_Search,8660.41,92703,6222,12,26274.96
2024-10-31,Direct,0.0,0,0,12,33655.34
2024-10-31,Email,1372.05,14346,744,12,33655.34
2024-10-31,Facebook_Ads,8054.82,106123,4634,12,33655.34
2024-10-31,Instagram_Ads,7342.02,66200,5193,12,33655.34
2024-10-31,Organic_Search,0.0,0,0,12,33655.34
2024-10-31,Paid_Search,10413.85,116153,4254,12,33655.34
2024-11-01,Direct,0.0,0,0,13,33164.36
2024-11-01,Email,1074.77,15646,350,13,33164.36
2024-11-01,Facebook_Ads,7832.07,106734,3154,13,33164.36
2024-11-01,Instagram_Ads,7246.61,98650,4161,13,33164.36
2024-11-01,Organic_Search,0.0,0,0,13,33164.36
2024-11-01,Paid_Search,11313.78,122513,8433,13,33164.36
2024-11-02,Direct,0.0,0,0,7,16330.08
2024-11-02,Email,658.84,7501,512,7,16330.08
2024-11-02,Facebook_Ads,9976.74,143780,4598,7,16330.08
2024-11-02,Instagram_Ads,5433.5,70055,3736,7,16330.08
2024-11-02,Organic_Search,0.0,0,0,7,16330.08
2024-11-02,Paid_Search,9557.69,86452,5237,7,16330.08
2024-11-03,Direct,0.0,0,0,8,22154.23
2024-11-03,Email,537.97,4584,401,8,22154.23
2024-11-03,Facebook_Ads,4850.78,43911,3455,8,22154.23
2024-11-03,Instagram_Ads,7199.9,85934,3508,8,22154.23
2024-11-03,Organic_Search,0.0,0,0,8,22154.23
2024-11-03,Paid_Search,10070.68,80709,5412,8,22154.23
2024-11-04,Direct,0.0,0,0,9,20047.85
2024-11-04,Email,1264.91,16082,490,9,20047.85
2024-11-04,Facebook_Ads,9341.4,119948,5982,9,20047.85
2024-11-04,Instagram_Ads,9824.54,132712,6283,9,20047.85
2024-11-04,Organic_Search,0.0,0,0,9,20047.85
2024-11-04,Paid_Search,13445.85,141519,8231,9,20047.85
2024-11-05,Direct,0.0,0,0,7,19535.69
2024-11-05,Email,718.09,6566,481,7,19535.69
2024-11-05,Facebook_Ads,10614.73,147655,7567,7,19535.69
2024-11-05,Instagram_Ads,5950.6,61500,3859,7,19535.69
2024-11-05,Organic_Search,0.0,0,0,7,19535.69
2024-11-05,Paid_Search,9262.5,129069,2923,7,19535.69
2024-11-06,Direct,0.0,0,0,6,12912.75
2024-11-06,Email,698.16,5605,395,6,12912.75
2024-11-06,Facebook_Ads,10182.44,151928,7335,6,12912.75
2024-11-06,Instagram_Ads,9733.56,89250,4352,6,12912.75
2024-11-06,Organic_Search,0.0,0,0,6,12912.75
2024-11-06,Paid_Search,9750.77,78916,3951,6,12912.75
2024-11-07,Direct,0.0,0,0,12,35895.0
2024-11-07,Email,768.88,8756,411,12,35895.0
2024-11-07,Facebook_Ads,11982.15,137222,5241,12,35895.0
2024-11-07,Instagram_Ads,5718.74,67187,3442,12,35895.0
2024-11-07,Organic_Search,0.0,0,0,12,35895.0
2024-11-07,Paid_Search,14780.41,192059,6415,12,35895.0
2024-11-08,Direct,0.0,0,0,11,29244.48
2024-11-08,Email,962.88,13494,351,11,29244.48
2024-11-08,Facebook_Ads,6830.68,85943,4019,11,29244.48
2024-11-08,Instagram_Ads,6583.09,56965,3667,11,29244.48
2024-11-08,Organic_Search,0.0,0,0,11,29244.48
2024-11-08,Paid_Search,13960.0,141893,8318,11,29244.48
2024-11-09,Direct,0.0,0,0,6,15951.62
2024-11-09,Email,744.93,8720,547,6,15951.62
2024-11-09,Facebook_Ads,6027.21,52730,2404,6,15951.62
2024-11-09,Instagram_Ads,4768.96,39427,2744,6,15951.62
2024-11-09,Organic_Search,0.0,0,0,6,15951.62
2024-11-09,Paid_Search,8451.58,109869,5009,6,15951.62
2024-11-10,Direct,0.0,0,0,9,21046.68
2024-11-10,Email,399.45,4798,260,9,21046.68
2024-11-10,Facebook_Ads,6806.91,86832,3286,9,21046.68
2024-11-10,Instagram_Ads,7123.99,92666,4195,9,21046.68
2024-11-10,Organic_Search,0.0,0,0,9,21046.68
2024-11-10,Paid_Search,10683.77,132140,6437,9,21046.68
2024-11-11,Direct,0.0,0,0,10,25235.12
2024-11-11,Email,911.19,7725,507,10,25235.12
2024-11-11,Facebook_Ads,8572.2,71070,4329,10,25235.12
2024-11-11,Instagram_Ads,7577.94,110050,4531,10,25235.12
2024-11-11,Organic_Search,0.0,0,0,10,25235.12
2024-11-11,Paid_Search,11190.14,146884,8296,10,25235.12
2024-11-12,Direct,0.0,0,0,11,26438.0
2024-11-12,Email,912.19,12033,586,11,26438.0
2024-11-12,Facebook_Ads,11527.11,143233,5182,11,26438.0
2024-11-12,Instagram_Ads,8146.73,98667,4815,11,26438.0
2024-11-12,Organic_Search,0.0,0,0,11,26438.0
2024-11-12,Paid_Search,12972.0,143327,6476,11,26438.0
2024-11-13,Direct,0.0,0,0,12,30015.27
2024-11-13,Email,1375.48,17662,871,12,30015.27
2024-11-13,Facebook_Ads,6472.96,55116,3624,12,30015.27
2024-11-13,Instagram_Ads,6408.04,71474,3227,12,30015.27
2024-11-13,Organic_Search,0.0,0,0,12,30015.27
2024-11-13,Paid_Search,11653.35,169353,7262,12,30015.27
2024-11-14,Direct,0.0,0,0,9,18483.15
2024-11-14,Email,582.51,5924,254,9,18483.15
2024-11-14,Facebook_Ads,11840.4,173472,6721,9,18483.15
2024-11-14,Instagram_Ads,6782.03,84699,2773,9,18483.15
2024-11-14,Organic_Search,0.0,0,0,9,18483.15
2024-11-14,Paid_Search,8753.17,116325,6758,9,18483.15
2024-11-15,Direct,0.0,0,0,9,26719.54
2024-11-15,Email,1031.36,14163,459,9,26719.54
2024-11-15,Facebook_Ads,7679.13,97098,4316,9,26719.54
2024-11-15,Instagram_Ads,9993.35,109062,4114,9,26719.54
2024-11-15,Organic_Search,0.0,0,0,9,26719.54
2024-11-15,Paid_Search,9475.77,100042,4190,9,26719.54
2024-11-16,Direct,0.0,0,0,7,14751.14
2024-11-16,Email,1003.4,13275,379,7,14751.14
2024-11-16,Facebook_Ads,8566.53,91296,4994,7,14751.14
2024-11-16,Instagram_Ads,4687.24,55386,1700,7,14751.14
2024-11-16,Organic_Search,0.0,0,0,7,14751.14
2024-11-16,Paid_Search,9695.13,119963,3658,7,14751.14
2024-11-17,Direct,0.0,0,0,8,18474.98
2024-11-17,Email,439.49,6445,302,8,18474.98
2024-11-17,Facebook_Ads,5758.68,85247,4133,8,18474.98
2024-11-17,Instagram_Ads,6413.14,83248,4369,8,18474.98
2024-11-17,Organic_Search,0.0,0,0,8,18474.98
2024-11-17,Paid_Search,9799.28,129493,6328,8,18474.98
2024-11-18,Direct,0.0,0,0,10,25928.48
2024-11-18,Email,703.67,10435,348,10,25928.48
2024-11-18,Facebook_Ads,10034.85,107013,5625,10,25928.48
2024-11-18,Instagram_Ads,8184.52,118206,3585,10,25928.48
2024-11-18,Organic_Search,0.0,0,0,10,25928.48
2024-11-18,Paid_Search,14705.55,216761,10263,10,25928.48
2024-11-19,Direct,0.0,0,0,1,2617.37
2024-11-19,Email,1382.69,15753,655,1,2617.37
2024-11-19,Facebook_Ads,7783.53,113143,2771,1,2617.37
2024-11-19,Instagram_Ads,7786.47,66279,5133,1,2617.37
2024-11-19,Organic_Search,0.0,0,0,1,2617.37
2024-11-19,Paid_Search,11146.56,114130,3372,1,2617.37
2024-11-20,Direct,0.0,0,0,9,22715.04
2024-11-20,Email,1238.44,16379,585,9,22715.04
2024-11-20,Facebook_Ads,10365.39,82926,5986,9,22715.04
2024-11-20,Instagram_Ads,9133.69,108055,5283,9,22715.04
2024-11-20,Organic_Search,0.0,0,0,9,22715.04
2024-11-20,Paid_Search,12455.02,124250,5848,9,22715.04
2024-11-21,Direct,0.0,0,0,7,19167.6
2024-11-21,Email,518.2,7022,185,7,19167.6
2024-11-21,Facebook_Ads,6379.45,92849,3002,7,19167.6
2024-11-21,Instagram_Ads,6777.42,57451,4926,7,19167.6
2024-11-21,Organic_Search,0.0,0,0,7,19167.6
2024-11-21,Paid_Search,9265.02,109706,4925,7,19167.6
2024-11-22,Direct,0.0,0,0,6,14899.24
2024-11-22,Email,1396.3,20114,688,6,14899.24
2024-11-22,Facebook_Ads,11484.92,117403,7763,6,14899.24
2024-11-22,Instagram_Ads,7572.84,93201,3281,6,14899.24
2024-11-22,Organic_Search,0.0,0,0,6,14899.24
2024-11-22,Paid_Search,9798.47,128885,4013,6,14899.24
2024-11-23,Direct,0.0,0,0,8,22129.6
2024-11-23,Email,1148.2,13521,856,8,22129.6
2024-11-23,Facebook_Ads,5617.57,49713,3177,8,22129.6
2024-11-23,Instagram_Ads,4538.07,67687,2015,8,22129.6
2024-11-23,Organic_Search,0.0,0,0,8,22129.6
2024-11-23,Paid_Search,6098.83,56983,2631,8,22129.6
2024-11-24,Direct,0.0,0,0,7,16488.39
2024-11-24,Email,594.34,6052,386,7,16488.39
2024-11-24,Facebook_Ads,10032.67,126692,7270,7,16488.39
2024-11-24,Instagram_Ads,7255.78,62243,3574,7,16488.39
2024-11-24,Organic_Search,0.0,0,0,7,16488.39
2024-11-24,Paid_Search,7028.23,100397,3604,7,16488.39
2024-11-25,Direct,0.0,0,0,14,29580.74
2024-11-25,Email,1411.66,16541,508,14,29580.74
2024-11-25,Facebook_Ads,7985.68,77371,4617,14,29580.74
2024-11-25,Instagram_Ads,9051.62,134289,6261,14,29580.74
2024-11-25,Organic_Search,0.0,0,0,14,29580.74
2024-11-25,Paid_Search,10343.79,96160,7693,14,29580.74
2024-11-26,Direct,0.0,0,0,10,28626.39
2024-11-26,Email,1192.98,13265,510,10,28626.39
2024-11-26,Facebook_Ads,10431.66,126598,3729,10,28626.39
2024-11-26,Instagram_Ads,6518.38,59665,2810,10,28626.39
2024-11-26,Organic_Search,0.0,0,0,10,28626.39
2024-11-26,Paid_Search,11056.48,112505,5658,10,28626.39
2024-11-27,Direct,0.0,0,0,9,20978.65
2024-11-27,Email,1493.57,13596,944,9,20978.65
2024-11-27,Facebook_Ads,10882.73,151763,8267,9,20978.65
2024-11-27,Instagram_Ads,6051.29,63788,2218,9,20978.65
2024-11-27,Organic_Search,0.0,0,0,9,20978.65
2024-11-27,Paid_Search,10257.59,148991,3744,9,20978.65
2024-11-28,Direct,0.0,0,0,17,43959.09
2024-11-28,Email,555.18,8208,340,17,43959.09
2024-11-28,Facebook_Ads,9090.74,87908,4840,17,43959.09
2024-11-28,Instagram_Ads,9262.72,77096,4549,17,43959.09
2024-11-28,Organic_Search,0.0,0,0,17,43959.09
2024-11-28,Paid_Search,12244.12,175393,9084,17,43959.09
2024-11-29,Direct,0.0,0,0,11,31666.48
2024-11-29,Email,1123.26,13078,444,11,31666.48
2024-11-29,Facebook_Ads,6946.73,95879,4200,11,31666.48
2024-11-29,Instagram_Ads,5207.84,55966,4021,11,31666.48
2024-11-29,Organic_Search,0.0,0,0,11,31666.48
2024-11-29,Paid_Search,14734.97,131324,11293,11,31666.48
2024-11-30,Direct,0.0,0,0,21,54003.36
2024-11-30,Email,634.18,8520,267,21,54003.36
2024-11-30,Facebook_Ads,9146.48,99605,3001,21,54003.36
2024-11-30,Instagram_Ads,5101.39,54649,2406,21,54003.36
2024-11-30,Organic_Search,0.0,0,0,21,54003.36
2024-11-30,Paid_Search,10169.07,90722,6423,21,54003.36
2024-12-01,Direct,0.0,0,0,9,19210.13
2024-12-01,Email,548.8,7390,332,9,19210.13
2024-12-01,Facebook_Ads,6238.53,87549,4743,9,19210.13
2024-12-01,Instagram_Ads,6500.57,83218,4795,9,19210.13
2024-12-01,Organic_Search,0.0,0,0,9,19210.13
2024-12-01,Paid_Search,7952.33,65902,4929,9,19210.13
2024-12-02,Direct,0.0,0,0,9,26629.5
2024-12-02,Email,1429.11,13324,878,9,26629.5
