customer_id,touchpoint_number,touchpoint_date,channel,session_duration_seconds,pages_viewed,device
3149,1,2024-10-07,Instagram_Ads,325,5,Desktop
3149,2,2024-10-12,Paid_Search,310,13,Tablet
3150,1,2024-08-19,Paid_Search,44,7,Mobile
3150,2,2024-08-28,Paid_Search,257,3,Desktop
3150,3,2024-08-31,Instagram_Ads,566,15,Mobile
3150,4,2024-09-01,Facebook_Ads,70,2,Tablet
3151,1,2024-07-16,Organic_Search,500,2,Mobile
3151,2,2024-08-02,Instagram_Ads,451,14,Mobile
3152,1,2024-11-05,Paid_Search,346,7,Desktop
3152,2,2024-11-06,Instagram_Ads,116,1,Mobile
3152,3,2024-11-14,Email,439,11,Desktop
3152,4,2024-11-19,Paid_Search,483,8,Mobile
3152,5,2024-11-21,Facebook_Ads,31,10,Desktop
3152,6,2024-11-24,Direct,86,2,Mobile
3153,1,2024-10-06,Paid_Search,494,1,Mobile
3153,2,2024-10-08,Paid_Search,93,14,Mobile
3153,3,2024-10-23,Direct,36,15,Mobile
3153,4,2024-10-29,Organic_Search,173,3,Desktop
3154,1,2024-11-22,Paid_Search,108,13,Desktop
3154,2,2024-11-27,Email,589,15,Mobile
3154,3,2024-12-01,Paid_Search,417,10,Mobile
3154,4,2024-12-10,Direct,305,12,Mobile
3155,1,2024-10-28,Instagram_Ads,465,4,Desktop
3155,2,2024-10-29,Paid_Search,183,12,Mobile
3155,3,2024-11-09,Email,144,10,Mobile
3155,4,2024-11-11,Paid_Search,168,15,Tablet
3155,5,2024-11-12,Organic_Search,367,9,Desktop
3155,6,2024-11-15,Organic_Search,154,7,Mobile
3156,1,2024-07-10,Instagram_Ads,190,15,Desktop
3156,2,2024-07-14,Facebook_Ads,560,11,Tablet
3156,3,2024-07-15,Facebook_Ads,175,15,Mobile
3156,4,2024-07-16,Direct,299,11,Mobile
3156,5,2024-07-31,Email,369,12,Mobile
3156,6,2024-07-31,Organic_Search,383,10,Desktop
3157,1,2024-09-18,Paid_Search,148,11,Mobile
3157,2,2024-09-22,Facebook_Ads,358,5,Mobile
3157,3,2024-10-04,Direct,539,2,Desktop
3157,4,2024-10-08,Direct,228,3,Mobile
3158,1,2024-08-03,Paid_Search,490,7,Desktop
3158,2,2024-08-10,Instagram_Ads,503,5,Mobile
3159,1,2024-11-23,Facebook_Ads,229,10,Mobile
3159,2,2024-12-01,Instagram_Ads,336,10,Mobile
3160,1,2024-10-12,Paid_Search,101,15,Tablet
3160,2,2024-10-19,Email,72,5,Desktop
3160,3,2024-10-20,Direct,534,2,Tablet
3160,4,2024-10-20,Email,334,14,Tablet
3160,5,2024-10-21,Organic_Search,365,14,Mobile
3160,6,2024-10-25,Direct,358,11,Mobile
3160,7,2024-10-31,Direct,301,12,Mobile
3161,1,2024-08-07,Paid_Search,246,11,Desktop
3161,2,2024-08-14,Paid_Search,563,15,Desktop
3161,3,2024-08-20,Paid_Search,250,3,Desktop
3161,4,2024-08-22,Instagram_Ads,207,13,Mobile
3162,1,2024-09-21,Facebook_Ads,326,7,Desktop
3162,2,2024-09-27,Paid_Search,380,11,Mobile
3162,3,2024-09-28,Organic_Search,90,4,Desktop
3163,1,2024-08-12,Paid_Search,330,6,Desktop
3163,2,2024-08-18,Instagram_Ads,236,9,Tablet
3163,3,2024-08-29,Paid_Search,206,4,Mobile
3164,1,2024-09-07,Facebook_Ads,566,10,Tablet
3164,2,2024-09-12,Organic_Search,455,14,Mobile
3164,3,2024-09-13,Direct,525,11,Mobile
3165,1,2024-07-09,Instagram_Ads,30,2,Mobile
3165,2,2024-07-27,Email,507,11,Mobile
3166,1,2024-10-23,Facebook_Ads,38,2,Desktop
3167,1,2024-08-01,Instagram_Ads,571,2,Desktop
3168,1,2024-07-25,Facebook_Ads,105,2,Mobile
3168,2,2024-07-29,Paid_Search,503,15,Desktop
3169,1,2024-12-19,Paid_Search,236,15,Desktop
3170,1,2024-07-17,Facebook_Ads,409,2,Mobile
3170,2,2024-07-20,Organic_Search,600,14,Mobile
3170,3,2024-07-29,Paid_Search,61,11,Mobile
3171,1,2024-07-05,Facebook_Ads,44,11,Mobile
3171,2,2024-07-08,Facebook_Ads,436,10,Mobile
3172,1,2024-08-18,Paid_Search,485,7,Desktop
3172,2,2024-09-03,Organic_Search,132,2,Mobile
3172,3,2024-09-04,Direct,111,12,Mobile
3172,4,2024-09-07,Organic_Search,377,4,Desktop
3173,1,2024-07-24,Facebook_Ads,415,11,Tablet
3173,2,2024-07-26,Organic_Search,293,12,Mobile
3173,3,2024-07-29,Paid_Search,144,5,Desktop
3173,4,2024-07-29,Facebook_Ads,548,12,Mobile
3174,1,2024-10-29,Paid_Search,167,12,Mobile
3175,1,2024-09-19,Paid_Search,329,8,Desktop
3175,2,2024-09-29,Instagram_Ads,166,13,Mobile
3175,3,2024-10-05,Facebook_Ads,525,13,Desktop
3176,1,2024-11-12,Facebook_Ads,378,6,Desktop
3176,2,2024-11-13,Paid_Search,57,12,Desktop
3176,3,2024-11-13,Organic_Search,316,3,Mobile
3177,1,2024-12-02,Instagram_Ads,62,12,Mobile
3177,2,2024-12-02,Instagram_Ads,589,7,Mobile
3177,3,2024-12-11,Instagram_Ads,161,12,Mobile
3177,4,2024-12-18,Organic_Search,210,14,Desktop
3177,5,2024-12-23,Email,272,10,Mobile
3178,1,2024-08-01,Instagram_Ads,160,11,Mobile
3179,1,2024-12-10,Paid_Search,439,12,Mobile
3179,2,2024-12-21,Email,529,11,Desktop
3180,1,2024-08-19,Instagram_Ads,485,6,Mobile
3180,2,2024-08-21,Paid_Search,273,11,Mobile
3180,3,2024-08-25,Direct,600,4,Mobile
3180,4,2024-08-26,Email,331,14,Mobile
3180,5,2024-09-02,Direct,210,2,Mobile
3181,1,2024-09-25,Organic_Search,100,4,Mobile
3181,2,2024-10-03,Instagram_Ads,250,6,Desktop
3181,3,2024-10-05,Instagram_Ads,555,11,Mobile
3182,1,2024-09-27,Organic_Search,525,4,Desktop
3182,2,2024-10-04,Facebook_Ads,317,4,Desktop
3182,3,2024-10-04,Paid_Search,236,14,Mobile
3183,1,2024-07-05,Organic_Search,517,9,Mobile
3183,2,2024-07-20,Instagram_Ads,513,8,Mobile
3183,3,2024-07-20,Instagram_Ads,352,4,Mobile
3183,4,2024-07-21,Paid_Search,480,13,Mobile
3184,1,2024-07-22,Facebook_Ads,589,6,Tablet
3184,2,2024-07-22,Email,435,9,Mobile
3184,3,2024-07-29,Email,311,5,Mobile
3185,1,2024-08-25,Organic_Search,420,13,Desktop
3185,2,2024-09-15,Paid_Search,584,6,Mobile
3186,1,2024-08-03,Instagram_Ads,408,12,Mobile
3186,2,2024-08-05,Paid_Search,363,14,Mobile
3186,3,2024-08-14,Facebook_Ads,121,7,Desktop
3186,4,2024-08-18,Direct,438,2,Mobile
3186,5,2024-08-24,Facebook_Ads,93,14,Mobile
3186,6,2024-08-24,Direct,276,13,Desktop
3187,1,2024-09-13,Paid_Search,327,2,Desktop
3187,2,2024-09-19,Email,330,15,Mobile
3187,3,2024-09-21,Organic_Search,384,14,Mobile
3187,4,2024-09-22,Organic_Search,245,2,Mobile
3187,5,2024-09-22,Organic_Search,235,13,Mobile
3187,6,2024-09-23,Direct,405,4,Desktop
3187,7,2024-09-29,Email,278,12,Mobile
3187,8,2024-10-04,Email,70,6,Mobile
3188,1,2024-10-13,Instagram_Ads,420,7,Mobile
3188,2,2024-10-13,Organic_Search,425,10,Desktop
3188,3,2024-10-17,Paid_Search,395,1,Mobile
3188,4,2024-10-26,Email,399,12,Mobile
3189,1,2024-10-29,Paid_Search,169,7,Desktop
3189,2,2024-11-01,Organic_Search,290,8,Mobile
3189,3,2024-11-04,Paid_Search,139,11,Desktop
3190,1,2024-07-12,Paid_Search,245,6,Mobile
3190,2,2024-07-25,Instagram_Ads,427,1,Mobile
3190,3,2024-07-28,Facebook_Ads,98,9,Desktop
3191,1,2024-08-03,Organic_Search,178,8,Mobile
3191,2,2024-08-09,Paid_Search,127,9,Mobile
3191,3,2024-08-13,Facebook_Ads,255,9,Desktop
3191,4,2024-08-17,Email,138,10,Mobile
3192,1,2024-08-04,Paid_Search,105,8,Desktop
3192,2,2024-08-07,Organic_Search,497,7,Desktop
3193,1,2024-11-24,Instagram_Ads,451,3,Mobile
3193,2,2024-11-25,Facebook_Ads,118,6,Mobile
3193,3,2024-12-03,Direct,560,10,Mobile
3194,1,2024-10-22,Paid_Search,281,2,Mobile
3194,2,2024-10-30,Facebook_Ads,170,12,Tablet
3194,3,2024-11-04,Organic_Search,530,11,Tablet
3194,4,2024-11-04,Organic_Search,216,13,Desktop
3194,5,2024-11-12,Instagram_Ads,380,10,Mobile
3194,6,2024-11-14,Direct,533,7,Desktop
3195,1,2024-08-12,Paid_Search,228,7,Mobile
3195,2,2024-08-12,Facebook_Ads,125,14,Desktop
3195,3,2024-08-15,Paid_Search,229,5,Mobile
3195,4,2024-08-15,Paid_Search,371,1,Mobile
3195,5,2024-08-22,Paid_Search,320,7,Mobile
3195,6,2024-08-26,Facebook_Ads,514,5,Tablet
3195,7,2024-08-26,Email,455,14,Desktop
3196,1,2024-09-25,Instagram_Ads,557,14,Desktop
3196,2,2024-09-29,Facebook_Ads,530,4,Desktop
3196,3,2024-10-06,Facebook_Ads,211,2,Desktop
3196,4,2024-10-09,Paid_Search,367,15,Mobile
3197,1,2024-10-30,Paid_Search,418,6,Mobile
3197,2,2024-11-06,Organic_Search,455,6,Desktop
3197,3,2024-11-09,Facebook_Ads,469,12,Desktop
3197,4,2024-11-22,Facebook_Ads,588,8,Desktop
3198,1,2024-07-23,Paid_Search,284,5,Desktop
3198,2,2024-07-26,Facebook_Ads,119,1,Mobile
3198,3,2024-07-28,Organic_Search,499,14,Desktop
3198,4,2024-07-30,Organic_Search,486,7,Desktop
3199,1,2024-07-24,Facebook_Ads,268,4,Tablet
3199,2,2024-07-26,Organic_Search,481,14,Desktop
3200,1,2024-07-26,Facebook_Ads,154,12,Desktop
3200,2,2024-08-15,Facebook_Ads,144,9,Mobile
3200,3,2024-08-17,Instagram_Ads,86,15,Mobile
3201,1,2024-07-17,Paid_Search,146,15,Desktop
3201,2,2024-07-29,Organic_Search,232,11,Desktop
3201,3,2024-08-02,Paid_Search,168,14,Tablet
3202,1,2024-07-15,Paid_Search,543,15,Mobile
3202,2,2024-07-15,Instagram_Ads,550,13,Mobile
3202,3,2024-07-16,Email,508,9,Mobile
3203,1,2024-10-14,Paid_Search,330,7,Mobile
3203,2,2024-10-15,Facebook_Ads,85,15,Mobile
3203,3,2024-10-18,Email,211,13,Mobile
3203,4,2024-10-22,Instagram_Ads,392,2,Mobile
3204,1,2024-08-19,Instagram_Ads,431,9,Desktop
3204,2,2024-08-28,Direct,585,11,Tablet
3205,1,2024-08-07,Paid_Search,91,11,Mobile
3205,2,2024-08-07,Facebook_Ads,80,15,Mobile
3205,3,2024-08-14,Organic_Search,173,5,Mobile
3206,1,2024-07-25,Organic_Search,127,13,Mobile
3206,2,2024-08-03,Facebook_Ads,375,3,Desktop
3207,1,2024-10-31,Instagram_Ads,102,1,Mobile
3207,2,2024-11-06,Email,198,13,Desktop
3207,3,2024-11-12,Email,519,1,Mobile
3208,1,2024-11-18,Instagram_Ads,146,11,Desktop
3208,2,2024-11-20,Email,230,6,Mobile
3208,3,2024-11-28,Instagram_Ads,358,7,Desktop
3208,4,2024-11-30,Facebook_Ads,317,12,Mobile
3209,1,2024-09-05,Paid_Search,401,4,Tablet
3209,2,2024-09-09,Organic_Search,97,3,Desktop
3209,3,2024-09-10,Email,81,1,Mobile
3210,1,2024-09-19,Organic_Search,60,14,Mobile
3211,1,2024-10-25,Facebook_Ads,156,13,Mobile
3211,2,2024-10-29,Facebook_Ads,523,14,Desktop
3211,3,2024-10-30,Paid_Search,196,14,Mobile
3211,4,2024-10-31,Facebook_Ads,521,13,Desktop
3211,5,2024-11-01,Email,331,12,Mobile
3211,6,2024-11-05,Facebook_Ads,211,2,Mobile
3211,7,2024-11-15,Facebook_Ads,136,8,Mobile
3211,8,2024-11-18,Email,303,9,Desktop
3212,1,2024-11-24,Paid_Search,50,12,Desktop
3213,1,2024-09-01,Instagram_Ads,428,14,Mobile
3213,2,2024-09-03,Email,459,12,Desktop
3213,3,2024-09-06,Email,356,2,Desktop
3213,4,2024-09-07,Facebook_Ads,431,3,Mobile
3214,1,2024-07-24,Organic_Search,249,8,Mobile
3214,2,2024-07-27,Instagram_Ads,489,8,Mobile
3214,3,2024-07-31,Instagram_Ads,504,2,Mobile
3214,4,2024-08-05,Paid_Search,229,14,Desktop
3215,1,2024-11-16,Instagram_Ads,519,1,Desktop
3216,1,2024-07-03,Facebook_Ads,343,6,Mobile
3216,2,2024-07-07,Organic_Search,547,14,Mobile
3216,3,2024-07-08,Organic_Search,230,1,Desktop
3216,4,2024-07-23,Email,40,4,Desktop
3217,1,2024-11-10,Organic_Search,463,15,Tablet
3218,1,2024-12-02,Organic_Search,341,10,Desktop
3218,2,2024-12-21,Instagram_Ads,528,12,Mobile
3218,3,2024-12-24,Email,228,12,Mobile
3219,1,2024-08-24,Organic_Search,512,1,Desktop
3219,2,2024-08-29,Instagram_Ads,241,8,Mobile
3220,1,2024-11-23,Facebook_Ads,34,10,Mobile
3220,2,2024-11-24,Email,458,5,Mobile
3220,3,2024-11-25,Facebook_Ads,547,2,Mobile
3220,4,2024-12-09,Facebook_Ads,183,3,Mobile
3221,1,2024-09-07,Paid_Search,461,7,Mobile
3222,1,2024-07-09,Paid_Search,267,2,Mobile
3222,2,2024-07-11,Email,184,11,Tablet
3222,3,2024-07-19,Email,462,3,Mobile
3223,1,2024-10-21,Paid_Search,101,1,Mobile
3223,2,2024-10-27,Email,291,6,Mobile
3223,3,2024-11-03,Instagram_Ads,570,11,Desktop
3223,4,2024-11-07,Instagram_Ads,309,2,Desktop
3224,1,2024-12-13,Facebook_Ads,259,13,Desktop
3224,2,2024-12-20,Email,237,4,Mobile
3225,1,2024-10-24,Instagram_Ads,383,9,Mobile
3225,2,2024-11-03,Facebook_Ads,488,4,Mobile
3225,3,2024-11-04,Email,474,9,Mobile
3225,4,2024-11-04,Instagram_Ads,417,6,Mobile
3226,1,2024-07-25,Facebook_Ads,398,3,Mobile
3226,2,2024-07-29,Facebook_Ads,565,1,Mobile
3226,3,2024-07-30,Instagram_Ads,558,5,Desktop
3226,4,2024-08-01,Instagram_Ads,443,1,Desktop
3226,5,2024-08-04,Paid_Search,243,15,Mobile
3227,1,2024-07-27,Paid_Search,474,3,Mobile
3227,2,2024-07-29,Email,87,8,Mobile
3227,3,2024-08-01,Instagram_Ads,497,12,Tablet
3228,1,2024-10-29,Facebook_Ads,76,6,Desktop
3228,2,2024-11-12,Paid_Search,478,5,Desktop
3228,3,2024-11-13,Direct,543,13,Mobile
3228,4,2024-11-13,Direct,263,4,Mobile
3229,1,2024-09-11,Organic_Search,277,3,Mobile
3229,2,2024-09-15,Paid_Search,599,12,Mobile
3229,3,2024-09-23,Paid_Search,222,7,Mobile
3229,4,2024-10-01,Email,570,9,Mobile
3230,1,2024-10-11,Paid_Search,216,5,Mobile
3230,2,2024-10-13,Instagram_Ads,238,10,Mobile
3230,3,2024-10-15,Direct,517,13,Mobile
3230,4,2024-10-27,Direct,436,11,Desktop
3231,1,2024-11-01,Facebook_Ads,336,14,Mobile
3232,1,2024-11-12,Paid_Search,553,7,Mobile
3232,2,2024-12-06,Email,194,13,Desktop
3232,3,2024-12-07,Email,304,11,Desktop
3233,1,2024-09-24,Organic_Search,59,5,Mobile
3234,1,2024-10-16,Facebook_Ads,323,13,Mobile
3234,2,2024-10-20,Facebook_Ads,420,14,Mobile
3235,1,2024-07-31,Facebook_Ads,485,8,Mobile
3236,1,2024-09-19,Instagram_Ads,40,3,Mobile
3236,2,2024-09-29,Facebook_Ads,169,8,Desktop
3236,3,2024-10-08,Facebook_Ads,91,14,Desktop
3236,4,2024-10-10,Direct,459,13,Desktop
3237,1,2024-10-27,Instagram_Ads,597,7,Desktop
3237,2,2024-11-06,Organic_Search,40,2,Desktop
3237,3,2024-11-07,Paid_Search,558,15,Desktop
3237,4,2024-11-11,Facebook_Ads,188,13,Tablet
3238,1,2024-07-02,Organic_Search,384,15,Mobile
3238,2,2024-07-03,Email,190,14,Mobile
3238,3,2024-07-14,Direct,294,5,Mobile
3238,4,2024-07-21,Facebook_Ads,476,6,Mobile
3238,5,2024-07-26,Organic_Search,215,3,Mobile
3239,1,2024-09-12,Facebook_Ads,117,15,Mobile
3239,2,2024-09-16,Organic_Search,233,4,Desktop
3239,3,2024-10-04,Email,274,9,Mobile
3240,1,2024-11-28,Paid_Search,408,12,Mobile
3240,2,2024-11-29,Email,471,14,Desktop
3240,3,2024-12-13,Organic_Search,451,15,Mobile
3241,1,2024-11-19,Paid_Search,145,2,Mobile
3241,2,2024-11-25,Organic_Search,225,1,Desktop
3242,1,2024-11-15,Paid_Search,481,15,Tablet
3242,2,2024-11-17,Paid_Search,561,10,Desktop
3243,1,2024-08-04,Instagram_Ads,106,9,Mobile
3243,2,2024-08-11,Paid_Search,358,7,Desktop
3243,3,2024-08-20,Facebook_Ads,224,12,Mobile
3243,4,2024-08-22,Facebook_Ads,128,3,Desktop
3244,1,2024-11-25,Organic_Search,468,6,Tablet
3244,2,2024-11-27,Paid_Search,500,2,Desktop
3244,3,2024-11-28,Direct,221,15,Mobile
3244,4,2024-11-30,Facebook_Ads,82,11,Tablet
3244,5,2024-12-03,Paid_Search,289,9,Mobile
3244,6,2024-12-05,Organic_Search,572,8,Mobile
3244,7,2024-12-06,Instagram_Ads,438,7,Mobile
3244,8,2024-12-10,Organic_Search,58,14,Desktop
3245,1,2024-10-09,Facebook_Ads,256,15,Mobile
3245,2,2024-10-17,Organic_Search,457,7,Desktop
3245,3,2024-10-18,Facebook_Ads,415,7,Desktop
3245,4,2024-10-27,Organic_Search,398,1,Tablet
3245,5,2024-10-29,Direct,51,14,Mobile
3246,1,2024-10-28,Paid_Search,128,15,Desktop
3246,2,2024-11-02,Organic_Search,529,5,Mobile
3246,3,2024-11-04,Email,185,15,Mobile
3246,4,2024-11-05,Direct,72,12,Mobile
3247,1,2024-12-16,Organic_Search,426,13,Desktop
3248,1,2024-08-19,Facebook_Ads,308,8,Mobile
3249,1,2024-08-25,Paid_Search,80,3,Mobile
3249,2,2024-09-06,Paid_Search,456,13,Desktop
3249,3,2024-09-07,Paid_Search,270,8,Mobile
3250,1,2024-09-20,Paid_Search,580,4,Mobile
3251,1,2024-09-17,Organic_Search,242,5,Mobile
3251,2,2024-09-19,Organic_Search,230,12,Desktop
3252,1,2024-08-20,Paid_Search,432,7,Desktop
3252,2,2024-08-22,Direct,64,12,Desktop
3252,3,2024-09-03,Direct,371,15,Mobile
3253,1,2024-10-07,Paid_Search,371,8,Mobile
3253,2,2024-10-12,Instagram_Ads,80,8,Mobile
3253,3,2024-10-18,Facebook_Ads,310,10,Desktop
3253,4,2024-10-18,Organic_Search,139,13,Mobile
3253,5,2024-10-19,Direct,573,9,Desktop
3253,6,2024-10-22,Organic_Search,147,6,Desktop
3253,7,2024-10-23,Facebook_Ads,146,5,Mobile
3253,8,2024-10-25,Paid_Search,446,2,Desktop
3254,1,2024-07-30,Paid_Search,454,14,Mobile
3254,2,2024-07-31,Organic_Search,435,7,Mobile
3254,3,2024-08-12,Direct,596,6,Mobile
3255,1,2024-09-19,Paid_Search,465,7,Mobile
3255,2,2024-09-20,Instagram_Ads,390,10,Mobile
3255,3,2024-09-23,Organic_Search,202,11,Mobile
3256,1,2024-09-15,Paid_Search,218,7,Mobile
3256,2,2024-09-23,Instagram_Ads,305,9,Desktop
3257,1,2024-12-02,Paid_Search,349,7,Desktop
3258,1,2024-10-18,Paid_Search,413,13,Mobile
3258,2,2024-11-03,Direct,118,11,Mobile
3259,1,2024-08-31,Facebook_Ads,141,8,Desktop
3260,1,2024-11-05,Facebook_Ads,486,3,Desktop
3260,2,2024-11-08,Organic_Search,262,13,Desktop
3260,3,2024-11-08,Organic_Search,142,8,Desktop
3261,1,2024-10-18,Organic_Search,537,5,Mobile
3261,2,2024-10-18,Direct,488,5,Mobile
3261,3,2024-10-23,Direct,58,14,Mobile
3261,4,2024-10-24,Facebook_Ads,518,3,Mobile
3261,5,2024-10-29,Paid_Search,459,2,Desktop
3261,6,2024-10-30,Facebook_Ads,385,7,Mobile
3261,7,2024-10-30,Email,526,10,Mobile
3261,8,2024-11-03,Direct,86,7,Mobile
3262,1,2024-08-10,Facebook_Ads,350,2,Mobile
3262,2,2024-08-11,Email,159,5,Mobile
3262,3,2024-08-18,Facebook_Ads,162,9,Tablet
3263,1,2024-07-04,Paid_Search,419,5,Desktop
3263,2,2024-07-15,Instagram_Ads,150,5,Mobile
3263,3,2024-07-26,Organic_Search,247,4,Mobile
3264,1,2024-07-09,Paid_Search,475,11,Mobile
3264,2,2024-07-17,Paid_Search,335,2,Mobile
3265,1,2024-11-12,Paid_Search,120,4,Mobile
3265,2,2024-11-15,Email,533,9,Mobile
3266,1,2024-08-09,Paid_Search,397,2,Mobile
3266,2,2024-08-13,Direct,397,6,Mobile
3266,3,2024-08-16,Direct,223,9,Mobile
3266,4,2024-08-18,Paid_Search,247,7,Mobile
3267,1,2024-08-26,Paid_Search,562,9,Desktop
3267,2,2024-08-27,Organic_Search,421,14,Mobile
3267,3,2024-09-02,Paid_Search,572,3,Desktop
3267,4,2024-09-06,Facebook_Ads,203,4,Desktop
3268,1,2024-07-09,Paid_Search,157,11,Desktop
3268,2,2024-07-17,Paid_Search,78,9,Mobile
3268,3,2024-07-18,Paid_Search,555,8,Mobile
3268,4,2024-07-21,Paid_Search,84,1,Mobile
3268,5,2024-07-23,Email,416,4,Desktop
3268,6,2024-08-01,Facebook_Ads,172,13,Tablet
3268,7,2024-08-03,Paid_Search,217,3,Mobile
3269,1,2024-09-22,Organic_Search,296,8,Mobile
3269,2,2024-09-25,Facebook_Ads,245,6,Desktop
3269,3,2024-09-27,Paid_Search,198,7,Desktop
3269,4,2024-09-29,Email,404,5,Mobile
3270,1,2024-08-29,Instagram_Ads,474,5,Mobile
3270,2,2024-09-01,Paid_Search,90,11,Mobile
3270,3,2024-09-06,Email,93,12,Mobile
3270,4,2024-09-10,Facebook_Ads,499,3,Mobile
3270,5,2024-09-16,Email,41,12,Mobile
3271,1,2024-08-08,Paid_Search,121,12,Mobile
3271,2,2024-08-11,Paid_Search,405,7,Mobile
3272,1,2024-08-11,Paid_Search,222,9,Desktop
3272,2,2024-08-11,Organic_Search,356,15,Mobile
3272,3,2024-08-15,Email,406,15,Desktop
3272,4,2024-08-19,Paid_Search,201,3,Mobile
3272,5,2024-08-21,Paid_Search,524,5,Desktop
3272,6,2024-08-23,Facebook_Ads,359,3,Mobile
3272,7,2024-08-23,Facebook_Ads,485,8,Mobile
3272,8,2024-09-01,Email,405,6,Mobile
3273,1,2024-10-26,Facebook_Ads,494,1,Mobile
3273,2,2024-10-26,Instagram_Ads,33,2,Mobile
3273,3,2024-11-06,Facebook_Ads,103,4,Mobile
3274,1,2024-10-06,Instagram_Ads,553,4,Desktop
3274,2,2024-10-20,Facebook_Ads,373,5,Desktop
3274,3,2024-10-24,Paid_Search,369,13,Desktop
3274,4,2024-10-25,Facebook_Ads,325,10,Mobile
3275,1,2024-10-23,Facebook_Ads,184,6,Desktop
3275,2,2024-11-02,Paid_Search,250,1,Desktop
3276,1,2024-09-07,Organic_Search,323,13,Mobile
3276,2,2024-09-12,Facebook_Ads,51,13,Mobile
3276,3,2024-09-26,Instagram_Ads,575,12,Mobile
3277,1,2024-09-07,Organic_Search,358,7,Desktop
3277,2,2024-09-19,Instagram_Ads,47,9,Mobile
3278,1,2024-08-24,Paid_Search,135,12,Mobile
3279,1,2024-07-31,Facebook_Ads,598,6,Desktop
3279,2,2024-08-02,Facebook_Ads,131,5,Tablet
3279,3,2024-08-10,Paid_Search,198,7,Desktop
3280,1,2024-08-05,Paid_Search,359,2,Desktop
3280,2,2024-08-10,Instagram_Ads,432,8,Mobile
3280,3,2024-08-11,Facebook_Ads,481,8,Mobile
3280,4,2024-08-12,Paid_Search,63,13,Desktop
3281,1,2024-10-02,Paid_Search,230,15,Mobile
3281,2,2024-10-18,Instagram_Ads,432,4,Mobile
3281,3,2024-10-23,Direct,305,7,Desktop
3282,1,2024-11-23,Organic_Search,283,3,Mobile
3282,2,2024-11-24,Organic_Search,591,2,Mobile
3282,3,2024-11-28,Instagram_Ads,378,6,Mobile
3282,4,2024-12-14,Email,510,7,Desktop
3283,1,2024-07-07,Paid_Search,576,7,Mobile
3283,2,2024-07-08,Direct,110,10,Desktop
3283,3,2024-07-12,Email,42,8,Desktop
3283,4,2024-07-15,Paid_Search,477,8,Desktop
3284,1,2024-11-15,Organic_Search,327,9,Tablet
3284,2,2024-11-30,Paid_Search,501,5,Mobile
3285,1,2024-12-23,Instagram_Ads,66,3,Mobile
3286,1,2024-11-14,Facebook_Ads,435,15,Mobile
3287,1,2024-08-28,Organic_Search,441,7,Tablet
3287,2,2024-08-29,Paid_Search,543,7,Desktop
3287,3,2024-08-29,Instagram_Ads,575,6,Desktop
3287,4,2024-09-02,Organic_Search,305,4,Mobile
3288,1,2024-08-07,Instagram_Ads,444,6,Desktop
3289,1,2024-09-09,Facebook_Ads,327,12,Mobile
3289,2,2024-09-17,Instagram_Ads,48,6,Mobile
3289,3,2024-09-28,Facebook_Ads,537,2,Desktop
3290,1,2024-08-20,Paid_Search,454,1,Mobile
3291,1,2024-11-30,Facebook_Ads,336,4,Mobile
3291,2,2024-12-02,Direct,194,4,Mobile
3291,3,2024-12-07,Organic_Search,313,13,Mobile
3292,1,2024-10-14,Facebook_Ads,35,13,Desktop
3292,2,2024-10-19,Instagram_Ads,554,2,Mobile
3293,1,2024-12-18,Instagram_Ads,148,6,Mobile
3294,1,2024-09-13,Paid_Search,91,9,Mobile
3295,1,2024-09-22,Paid_Search,441,15,Mobile
3295,2,2024-09-27,Paid_Search,454,5,Mobile
3296,1,2024-09-20,Paid_Search,322,6,Mobile
3296,2,2024-09-26,Facebook_Ads,437,1,Desktop
3296,3,2024-09-30,Email,159,5,Mobile
3296,4,2024-10-08,Organic_Search,115,8,Mobile
3297,1,2024-10-10,Organic_Search,439,9,Desktop
3297,2,2024-10-24,Email,220,8,Desktop
3298,1,2024-11-06,Facebook_Ads,423,7,Mobile
3298,2,2024-11-09,Instagram_Ads,295,15,Mobile
3298,3,2024-11-11,Paid_Search,579,1,Desktop
3298,4,2024-11-24,Facebook_Ads,529,1,Mobile
3299,1,2024-11-28,Instagram_Ads,355,10,Mobile
3299,2,2024-12-11,Facebook_Ads,510,6,Desktop
3299,3,2024-12-17,Direct,271,2,Mobile
3299,4,2024-12-20,Organic_Search,168,11,Desktop
3300,1,2024-11-20,Paid_Search,345,15,Desktop
3300,2,2024-11-24,Facebook_Ads,508,13,Mobile
3301,1,2024-08-22,Paid_Search,275,4,Mobile
3301,2,2024-08-27,Paid_Search,234,15,Desktop
3301,3,2024-08-30,Email,374,7,Mobile
3301,4,2024-09-09,Facebook_Ads,455,5,Mobile
3302,1,2024-08-25,Paid_Search,132,6,Mobile
3303,1,2024-09-30,Instagram_Ads,174,7,Desktop
3303,2,2024-10-07,Facebook_Ads,232,2,Mobile
3304,1,2024-12-18,Paid_Search,241,11,Tablet
3305,1,2024-09-04,Paid_Search,420,11,Mobile
3306,1,2024-10-21,Paid_Search,338,6,Mobile
3306,2,2024-10-25,Organic_Search,557,13,Desktop
3306,3,2024-10-31,Email,247,3,Desktop
3306,4,2024-11-03,Facebook_Ads,251,14,Mobile
3307,1,2024-12-14,Facebook_Ads,291,10,Desktop
3307,2,2024-12-24,Facebook_Ads,393,8,Mobile
